Date,Open,High,Low,Close,Adj Close,Volume
2019-06-01,144.000000,148.449997,131.500000,140.649994,140.649994,3839074
2019-07-01,141.100006,150.399994,111.599998,120.900002,120.900002,7589457
2019-08-01,117.250000,128.800003,95.050003,98.800003,98.800003,4289876
2019-09-01,98.800003,128.250000,87.800003,97.400002,97.400002,12100438
2019-10-01,98.650002,114.400002,95.150002,102.900002,102.900002,8045288
2019-11-01,103.250000,104.400002,92.199997,96.550003,96.550003,19090374
2019-12-01,96.900002,105.400002,89.250000,102.449997,102.449997,13267115
2020-01-01,102.699997,121.750000,99.150002,114.300003,114.300003,21400421
2020-02-01,114.500000,116.900002,88.000000,90.349998,90.349998,10115628
2020-03-01,91.300003,94.300003,39.799999,41.349998,41.349998,12618522
2020-04-01,40.799999,69.900002,37.049999,64.000000,64.000000,17374398
2020-05-01,64.000000,64.000000,48.650002,49.200001,49.200001,7613235
2020-06-01,50.349998,69.650002,49.000000,61.599998,61.599998,55368757
2020-07-01,62.299999,66.449997,50.000000,50.549999,50.549999,34656719
2020-08-01,50.700001,79.000000,50.000000,68.150002,68.150002,78107005
2020-09-01,68.800003,73.400002,62.049999,64.449997,64.449997,23647595
2020-10-01,65.000000,66.800003,60.099998,60.700001,60.700001,7392827
2020-11-01,60.000000,79.900002,59.750000,77.599998,77.599998,29323656
2020-12-01,78.400002,105.000000,76.199997,92.650002,92.650002,58322674
2021-01-01,92.500000,97.900002,85.150002,87.400002,87.400002,22039695
2021-02-01,88.599998,118.599998,87.800003,113.099998,113.099998,53101081
2021-03-01,114.199997,118.400002,92.250000,101.900002,101.900002,21751849
2021-04-01,102.300003,103.949997,81.400002,82.550003,82.550003,31004463
2021-05-01,82.400002,95.750000,78.400002,94.000000,94.000000,42527978
2021-06-01,94.400002,112.500000,88.000000,110.650002,110.650002,73603330
2021-07-01,111.599998,117.650002,99.050003,107.400002,107.400002,51609138
2021-08-01,108.250000,110.000000,94.500000,99.949997,99.949997,25983850
2021-09-01,99.949997,107.300003,94.650002,98.449997,98.449997,29365857
2021-10-01,96.650002,125.000000,96.650002,104.699997,104.699997,75761075
2021-11-01,105.500000,112.800003,92.250000,96.199997,96.199997,22588396
2021-12-01,96.199997,104.449997,87.550003,100.550003,100.550003,48974023
2022-01-01,100.849998,108.599998,91.099998,98.400002,98.400002,29370367
2022-02-01,100.000000,102.199997,80.150002,93.099998,93.099998,19225634
2022-03-01,93.099998,95.050003,85.500000,85.800003,85.800003,15699643
2022-04-01,86.500000,94.900002,86.050003,86.449997,86.449997,15153890
2022-05-01,85.949997,86.000000,69.000000,82.150002,82.150002,17003403
2022-06-01,82.300003,88.650002,70.550003,73.150002,73.150002,20425866
2022-07-01,73.500000,77.349998,71.800003,75.000000,75.000000,9110528
2022-08-01,75.599998,81.949997,73.699997,80.500000,80.500000,17793223
2022-09-01,81.150002,95.750000,73.000000,78.199997,78.199997,37235923
2022-10-01,78.199997,81.150002,73.500000,74.000000,74.000000,8972695
2022-11-01,74.400002,79.900002,70.150002,79.349998,79.349998,18259226
2022-12-01,79.750000,91.949997,77.500000,89.650002,89.650002,40838287
2023-01-01,89.650002,92.300003,80.250000,82.949997,82.949997,23598748
2023-02-01,83.449997,84.650002,73.000000,74.550003,74.550003,18439919
2023-03-01,74.550003,80.949997,71.650002,74.000000,74.000000,16930644
2023-04-01,74.750000,90.949997,74.750000,87.849998,87.849998,22555163
2023-05-01,87.849998,89.500000,74.650002,75.599998,75.599998,24342956
2023-06-01,76.449997,83.500000,76.000000,79.849998,79.849998,28611070
2023-07-01,80.300003,101.250000,79.949997,99.849998,99.849998,66456208
2023-08-01,100.000000,106.900002,88.949997,101.550003,101.550003,59951796
2023-09-01,102.150002,123.300003,100.050003,122.349998,122.349998,100810450
2023-10-01,122.349998,150.949997,119.000000,129.949997,129.949997,82940455
2023-11-01,130.100006,151.649994,126.800003,140.399994,140.399994,59963480
2023-12-01,141.449997,153.050003,130.850006,139.250000,139.250000,50475020
2024-01-01,139.250000,184.000000,135.100006,182.149994,182.149994,111375734
2024-02-01,183.649994,195.500000,158.149994,186.300003,186.300003,62501494
2024-03-01,187.500000,192.500000,140.899994,156.600006,156.600006,36049721
2024-04-01,155.649994,180.800003,149.050003,174.800003,174.800003,29403229
2024-05-01,174.800003,178.500000,161.600006,166.250000,166.250000,7354900
2024-05-10,164.449997,168.350006,161.600006,166.250000,166.250000,1076740
